서울ㆍ인천ㆍ경기도,서울,A02,2024-10-31 00:00,맑음,11,22,10
서울ㆍ인천ㆍ경기도,서울,A02,2024-10-31 12:00,맑음,11,22,10
서울ㆍ인천ㆍ경기도,서울,A02,2024-11-01 00:00,구름많음,12,21,30
서울ㆍ인천ㆍ경기도,서울,A02,2024-11-01 12:00,구름많음,12,21,30
서울ㆍ인천ㆍ경기도,서울,A02,2024-11-02 00:00,구름많음,14,20,30
서울ㆍ인천ㆍ경기도,서울,A02,2024-11-02 12:00,구름많음,14,20,30
서울ㆍ인천ㆍ경기도,서울,A02,2024-11-03 00:00,구름많음,11,18,30
서울ㆍ인천ㆍ경기도,서울,A02,2024-11-03 12:00,구름많음,11,18,30
서울ㆍ인천ㆍ경기도,서울,A02,2024-11-04 00:00,구름많음,8,13,30
서울ㆍ인천ㆍ경기도,서울,A02,2024-11-04 12:00,구름많음,8,13,30
서울ㆍ인천ㆍ경기도,서울,A01,2024-11-05 00:00,맑음,4,12,10
서울ㆍ인천ㆍ경기도,서울,A01,2024-11-06 00:00,맑음,4,13,10
서울ㆍ인천ㆍ경기도,서울,A01,2024-11-07 00:00,맑음,6,14,10
서울ㆍ인천ㆍ경기도,인천,A02,2024-10-31 00:00,맑음,13,21,10
서울ㆍ인천ㆍ경기도,인천,A02,2024-10-31 12:00,맑음,13,21,10
서울ㆍ인천ㆍ경기도,인천,A02,2024-11-01 00:00,구름많음,13,20,30
서울ㆍ인천ㆍ경기도,인천,A02,2024-11-01 12:00,구름많음,13,20,30
서울ㆍ인천ㆍ경기도,인천,A02,2024-11-02 00:00,구름많음,14,19,30
서울ㆍ인천ㆍ경기도,인천,A02,2024-11-02 12:00,구름많음,14,19,30
서울ㆍ인천ㆍ경기도,인천,A02,2024-11-03 00:00,구름많음,12,18,30
서울ㆍ인천ㆍ경기도,인천,A02,2024-11-03 12:00,구름많음,12,18,30
서울ㆍ인천ㆍ경기도,인천,A02,2024-11-04 00:00,구름많음,9,14,30
